row_idx,annotation,score,semantic_rank,status,is_amr,category,confidence,evidence_terms,reason,error_message,retry_count,completed_at,updated_at
103450,MULTISPECIES: YuiB family protein,0.027540026232600212,103451,pending,,,,[],,,0,,
103451,DUF7489 domain-containing protein,0.027539437636733055,103452,pending,,,,[],,,0,,
103452,alpha-ketoglutarate transporter,0.02753734216094017,103453,pending,,,,[],,,0,,
103453,MULTISPECIES: DUF2628 domain-containing protein,0.027535084635019302,103454,pending,,,,[],,,0,,
103454,"CASTOR/POLLUX-related putative ion channel, partial",0.027534548193216324,103455,pending,,,,[],,,0,,
103455,urocanate hydratase (urocanase),0.027533892542123795,103456,pending,,,,[],,,0,,
103456,MULTISPECIES: peptidase U61,0.027532123029232025,103457,pending,,,,[],,,0,,
103457,MULTISPECIES: pimeloyl-ACP methyl esterase BioG family protein,0.027531620115041733,103458,pending,,,,[],,,0,,
103458,putative transporter YhjE,0.02753087505698204,103459,pending,,,,[],,,0,,
103459,CCDC34 family protein,0.027529964223504066,103460,pending,,,,[],,,0,,
103460,MULTISPECIES: DUF3232 domain-containing protein,0.027527060359716415,103461,pending,,,,[],,,0,,
103461,IS3-like element ISSpu6 family transposase,0.027526764199137688,103462,pending,,,,[],,,0,,
103462,type IVB secretion system protein IcmO/DotL,0.027526719495654106,103463,pending,,,,[],,,0,,
103463,enoyl-CoA hydratase family protein,0.02752557583153248,103464,pending,,,,[],,,0,,
103464,"DUF3130 domain-containing protein, partial",0.027525149285793304,103465,pending,,,,[],,,0,,
103465,Fe(3(+)) hydroxamate ABC transporter periplasmic binding protein,0.027525121346116066,103466,pending,,,,[],,,0,,
103466,3-isopropylmalate dehydratase (large subunit),0.027524122968316078,103467,pending,,,,[],,,0,,
103467,MULTISPECIES: alkaline phosphatase PhoB,0.027522727847099304,103468,pending,,,,[],,,0,,
103468,MULTISPECIES: UDP-N-acetylglucosamine 2-epimerase,0.027521386742591858,103469,pending,,,,[],,,0,,
103469,type III secretion system export apparatus switch protein YscU,0.027521342039108276,103470,pending,,,,[],,,0,,
103470,DUF7573 domain-containing protein,0.02752026915550232,103471,pending,,,,[],,,0,,
103471,ISL3-like element ISPfr1 family transposase,0.02752017229795456,103472,pending,,,,[],,,0,,
103472,InlB B-repeat-containing protein,0.02752002701163292,103473,pending,,,,[],,,0,,
103473,2-hydroxycyclohexanecarboxyl-CoA dehydrogenase,0.027519386261701584,103474,pending,,,,[],,,0,,
103474,"Zn-dependent dipeptidase, microsomal dipeptidase",0.02751748263835907,103475,pending,,,,[],,,0,,
103475,CsgG/HfaB family protein,0.02751721814274788,103476,pending,,,,[],,,0,,
103476,MULTISPECIES: DUF6377 domain-containing protein,0.027517050504684448,103477,pending,,,,[],,,0,,
103477,MULTISPECIES: DUF6296 family protein,0.02751593291759491,103478,pending,,,,[],,,0,,
103478,MULTISPECIES: DUF3612 domain-containing protein,0.027515742927789688,103479,pending,,,,[],,,0,,
103479,MULTISPECIES: NADH:ubiquinone oxidoreductase subunit NDUFA12,0.027514979243278503,103480,pending,,,,[],,,0,,
103480,MULTISPECIES: phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase,0.027514956891536713,103481,pending,,,,[],,,0,,
103481,"DUF1365 domain-containing protein, partial",0.027514925226569176,103482,pending,,,,[],,,0,,
103482,"GH36-type glycosyl hydrolase domain-containing protein, partial",0.027514023706316948,103483,pending,,,,[],,,0,,
103483,"GLPGLI family protein, partial",0.02751280926167965,103484,pending,,,,[],,,0,,
103484,ISKra4-like element ISTni1 family transposase,0.02751251868903637,103485,pending,,,,[],,,0,,
103485,DUF1574 domain-containing protein,0.027512487024068832,103486,pending,,,,[],,,0,,
103486,kinase-associated lipoprotein KapB,0.027507491409778595,103487,pending,,,,[],,,0,,
103487,MULTISPECIES: BMP family lipoprotein,0.02750418335199356,103488,pending,,,,[],,,0,,
103488,"RNase H1/viroplasmin domain-containing protein, partial",0.027503445744514465,103489,pending,,,,[],,,0,,
103489,DUF5368 domain-containing protein,0.0275028795003891,103490,pending,,,,[],,,0,,
103490,putative exopolysaccharide export lipoprotein GfcE,0.027502279728651047,103491,pending,,,,[],,,0,,
103491,DUF4442 domain-containing protein,0.027501730248332024,103492,pending,,,,[],,,0,,
103492,MULTISPECIES: 6-phosphofructokinase II,0.027501650154590607,103493,pending,,,,[],,,0,,
103493,"DUF3781 domain-containing protein, partial",0.027500763535499573,103494,pending,,,,[],,,0,,
103494,"folate/biopterin family MFS transporter, partial",0.027500256896018982,103495,pending,,,,[],,,0,,
103495,DUF3997 domain-containing protein,0.027499035000801086,103496,pending,,,,[],,,0,,
103496,MULTISPECIES: DUF3187 domain-containing protein,0.027498619630932808,103497,pending,,,,[],,,0,,
103497,DUF4317 domain-containing protein,0.027497749775648117,103498,pending,,,,[],,,0,,
103498,MULTISPECIES: CBASS cGAMP-activated phospholipase,0.027497578412294388,103499,pending,,,,[],,,0,,
103499,"Ribbon-helix-helix protein, copG family",0.027497047558426857,103500,pending,,,,[],,,0,,
103500,cytochrome bd-I oxidase subunit CydH,0.027493387460708618,103501,pending,,,,[],,,0,,
103501,YcdB/YcdC domain-containing protein,0.027492891997098923,103502,pending,,,,[],,,0,,
103502,DUF2489 domain-containing protein,0.02749229036271572,103503,pending,,,,[],,,0,,
103503,"MULTISPECIES: DUF2726 domain-containing protein, partial",0.027492227032780647,103504,pending,,,,[],,,0,,
103504,putative transporter YfcJ,0.02749074622988701,103505,pending,,,,[],,,0,,
103505,"DUF6531 domain-containing protein, partial",0.027490567415952682,103506,pending,,,,[],,,0,,
103506,"UvrA family protein, partial",0.02748960629105568,103507,pending,,,,[],,,0,,
103507,MULTISPECIES: preprotein translocase subunit YajC,0.027489284053444862,103508,pending,,,,[],,,0,,
103508,MULTISPECIES: DUF2999 family protein,0.02748676761984825,103509,pending,,,,[],,,0,,
103509,putative lipoprotein YacC,0.02748650312423706,103510,pending,,,,[],,,0,,
103510,MULTISPECIES: HP0729 family protein,0.027486419305205345,103511,pending,,,,[],,,0,,
103511,MULTISPECIES: DUF5011/hyalin repeat domain-containing protein,0.027485664933919907,103512,pending,,,,[],,,0,,
103512,"BNR-4 repeat-containing protein, partial",0.027480430901050568,103513,pending,,,,[],,,0,,
103513,adventurous gliding motility protein CglE,0.027479244396090508,103514,pending,,,,[],,,0,,
103514,DNA polymerase V catalytic protein,0.02747897058725357,103515,pending,,,,[],,,0,,
103515,MULTISPECIES: DUF4363 domain-containing protein,0.027478761970996857,103516,pending,,,,[],,,0,,
103516,MULTISPECIES: DUF1282 family protein,0.027477513998746872,103517,pending,,,,[],,,0,,
103517,cytochrome D ubiquinol oxidase subunit I CydA,0.027476979419589043,103518,pending,,,,[],,,0,,
103518,"DNA polymerase III subunits gamma/tau, partial",0.027474142611026764,103519,pending,,,,[],,,0,,
103519,MULTISPECIES: tungstate ABC transporter ATP-binding protein TupC,0.02747390791773796,103520,pending,,,,[],,,0,,
103520,UDP-N-acetylglucosamine--N-acetylglucosamine transferase,0.027472693473100662,103521,pending,,,,[],,,0,,
103521,"YgjP-like metallopeptidase domain-containing protein, partial",0.027469243854284286,103522,pending,,,,[],,,0,,
103522,FAD-linked oxidase C-terminal domain-containing protein,0.027468692511320114,103523,pending,,,,[],,,0,,
103523,NAD(P)H-quinone oxidoreductase subunit 4,0.02746657282114029,103524,pending,,,,[],,,0,,
103524,QueG-associated DUF1730 domain-containing protein,0.027466336265206337,103525,pending,,,,[],,,0,,
103525,MULTISPECIES: SACOL1771 family peroxiredoxin,0.02746482565999031,103526,pending,,,,[],,,0,,
103526,purine nucleoside phosphorylase YfiH/LACC1 family protein,0.027461156249046326,103527,pending,,,,[],,,0,,
103527,PTS mannose transporter subunit IIC,0.027461111545562744,103528,pending,,,,[],,,0,,
103528,MULTISPECIES: M12 family metallo-peptidase,0.027460895478725433,103529,pending,,,,[],,,0,,
103529,DUF1330 domain-containing protein,0.0274568572640419,103530,pending,,,,[],,,0,,
103530,MULTISPECIES: DUF1800 domain-containing protein,0.02745683118700981,103531,pending,,,,[],,,0,,
103531,"DUF1295 domain-containing protein, partial",0.027456792071461678,103532,pending,,,,[],,,0,,
103532,ABC transporter ATP-binding protein MceG,0.027456099167466164,103533,pending,,,,[],,,0,,
103533,IS5-like element ISGsu2 family transposase,0.02745393104851246,103534,pending,,,,[],,,0,,
103534,Na+/glutamate symporter-like protein,0.02745320089161396,103535,pending,,,,[],,,0,,
103535,M60 family peptidase N-terminal accessory domain-containing protein,0.02745131030678749,103536,pending,,,,[],,,0,,
103536,homoaconitate hydratase family protein,0.027450697496533394,103537,pending,,,,[],,,0,,
103537,MULTISPECIES: M20 family metallo-hydrolase,0.02745029143989086,103538,pending,,,,[],,,0,,
103538,"radical SAM/CxCxxxxC motif protein YfkAB, partial",0.02744971215724945,103539,pending,,,,[],,,0,,
103539,MULTISPECIES: 50S ribosomal protein L18,0.027448544278740883,103540,pending,,,,[],,,0,,
103540,DUF7391 family protein,0.02744794450700283,103541,pending,,,,[],,,0,,
103541,MULTISPECIES: Dickkopf N-terminal cysteine-rich domain-containing protein,0.027441464364528656,103542,pending,,,,[],,,0,,
103542,"DUF3084 domain-containing protein, partial",0.027440251782536507,103543,pending,,,,[],,,0,,
103543,"TIGR03364 family FAD-dependent oxidoreductase, partial",0.02743970789015293,103544,pending,,,,[],,,0,,
103544,MULTISPECIES: FGGY family pentulose kinase,0.027439547702670097,103545,pending,,,,[],,,0,,
103545,ChAPs family protein,0.0274394191801548,103546,pending,,,,[],,,0,,
103546,"ribosomal protein uL16 3-hydroxylase, partial",0.027439411729574203,103547,pending,,,,[],,,0,,
103547,DUF7937 domain-containing protein,0.02743837982416153,103548,pending,,,,[],,,0,,
103548,"DUF2489 domain-containing protein, partial",0.027437692508101463,103549,pending,,,,[],,,0,,
103549,DUF120 domain-containing protein,0.02743767760694027,103550,pending,,,,[],,,0,,
103550,DUF4893 domain-containing protein,0.027436543256044388,103551,pending,,,,[],,,0,,
103551,C-type polyheme cytochrome OmcC,0.02743556536734104,103552,pending,,,,[],,,0,,
103552,MULTISPECIES: glutarate dioxygenase GlaH,0.02743535488843918,103553,pending,,,,[],,,0,,
103553,AsmA2 domain-containing protein YhdP,0.027432892471551895,103554,pending,,,,[],,,0,,
103554,DedA family protein,0.027431670576334,103555,pending,,,,[],,,0,,
103555,"DNA polymerase Y family protein, partial",0.027430716902017593,103556,pending,,,,[],,,0,,
103556,MULTISPECIES: RanBP2-type Zn finger domain-containing protein,0.027430031448602676,103557,pending,,,,[],,,0,,
103557,MULTISPECIES: EipB family protein,0.0274294875562191,103558,pending,,,,[],,,0,,
103558,MULTISPECIES: YbdD/YjiX family protein,0.02742861956357956,103559,pending,,,,[],,,0,,
103559,"YHYH domain-containing protein, partial",0.027427591383457184,103560,pending,,,,[],,,0,,
103560,DUF7302 family protein,0.02742748335003853,103561,pending,,,,[],,,0,,
103561,DUF3898 domain-containing protein,0.027424026280641556,103562,pending,,,,[],,,0,,
103562,FemA/FemB family glycyltransferase FmhC,0.027423307299613953,103563,pending,,,,[],,,0,,
103563,MULTISPECIES: DUF1190 domain-containing protein,0.027423202991485596,103564,pending,,,,[],,,0,,
103564,MULTISPECIES: GspL/Epsl periplasmic domain-containing protein,0.027423011139035225,103565,pending,,,,[],,,0,,
103565,MULTISPECIES: HU-CCDC81 and SPOR domain-containing protein,0.027421027421951294,103566,pending,,,,[],,,0,,
103566,MULTISPECIES: DUF3927 domain-containing protein,0.027420496568083763,103567,pending,,,,[],,,0,,
103567,DUF1365 domain-containing protein,0.027414675801992416,103568,pending,,,,[],,,0,,
103568,MULTISPECIES: glucose-1-phosphatase,0.027412883937358856,103569,pending,,,,[],,,0,,
103569,UDP-galactose-4-epimerase,0.027412645518779755,103570,pending,,,,[],,,0,,
103570,MULTISPECIES: diphosphate--fructose-6-phosphate 1-phosphotransferase,0.02741187810897827,103571,pending,,,,[],,,0,,
103571,"PQQ-like beta-propeller repeat protein, partial",0.02741021290421486,103572,pending,,,,[],,,0,,
103572,glycosyl hydrolase family 18 protein,0.027404673397541046,103573,pending,,,,[],,,0,,
103573,MULTISPECIES: DUF3474 domain-containing protein,0.02740396559238434,103574,pending,,,,[],,,0,,
103574,DUF1132 family protein,0.027403894811868668,103575,pending,,,,[],,,0,,
103575,GlgX family protein,0.02740340307354927,103576,pending,,,,[],,,0,,
103576,DUF748 domain-containing protein,0.02740103378891945,103577,pending,,,,[],,,0,,
103577,MULTISPECIES: IS1-like element ISPa14 family transposase,0.027397235855460167,103578,pending,,,,[],,,0,,
103578,"DUF4862 family protein, partial",0.027396347373723984,103579,pending,,,,[],,,0,,
103579,"tRNA 5-hydroxyuridine modification protein YegQ, partial",0.02739526703953743,103580,pending,,,,[],,,0,,
103580,DUF7280 family protein,0.027394697070121765,103581,pending,,,,[],,,0,,
103581,MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit LolE,0.027393124997615814,103582,pending,,,,[],,,0,,
103582,"gliding motility protein, GldB",0.027392633259296417,103583,pending,,,,[],,,0,,
103583,DUF5329 family protein,0.027392201125621796,103584,pending,,,,[],,,0,,
103584,DUF928 domain-containing protein,0.02739199437201023,103585,pending,,,,[],,,0,,
103585,D-alanyl-D-alanine serine-type carboxypeptidase,0.02739034593105316,103586,pending,,,,[],,,0,,
103586,LYR motif-containing protein,0.02738962695002556,103587,pending,,,,[],,,0,,
103587,DUF3332 family protein,0.027388988062739372,103588,pending,,,,[],,,0,,
103588,O-linked GlcNAc transferase,0.02738727256655693,103589,pending,,,,[],,,0,,
103589,inner membrane lipoprotein YfjS,0.02738538198173046,103590,pending,,,,[],,,0,,
103590,"LIC20035 family adhesin, partial",0.027385085821151733,103591,pending,,,,[],,,0,,
103591,cell division protein CrgA,0.027384813874959946,103592,pending,,,,[],,,0,,
103592,putative transport protein YidE,0.02738199569284916,103593,pending,,,,[],,,0,,
103593,SF1B family DNA helicase RecD2,0.027380656450986862,103594,pending,,,,[],,,0,,
103594,"DUF3713 domain-containing protein, partial",0.027380555868148804,103595,pending,,,,[],,,0,,
103595,DUF7005 family protein,0.02738039381802082,103596,pending,,,,[],,,0,,
103596,DUF3488 domain-containing protein,0.02738017588853836,103597,pending,,,,[],,,0,,
103597,ISL3-like element ISGme5 family transposase,0.02737806737422943,103598,pending,,,,[],,,0,,
103598,MULTISPECIES: DUF6512 family protein,0.027377787977457047,103599,pending,,,,[],,,0,,
103599,MULTISPECIES: DUF1629 domain-containing protein,0.027375798672437668,103600,pending,,,,[],,,0,,
103600,DUF6688 domain-containing protein,0.027375780045986176,103601,pending,,,,[],,,0,,
103601,DUF2192 domain-containing protein,0.027375319972634315,103602,pending,,,,[],,,0,,
103602,"DUF2813 domain-containing protein, partial",0.02737506479024887,103603,pending,,,,[],,,0,,
103603,DUF2448 domain-containing protein,0.027374884113669395,103604,pending,,,,[],,,0,,
103604,MULTISPECIES: Trk system potassium transporter TrkA,0.027374673634767532,103605,pending,,,,[],,,0,,
103605,MULTISPECIES: sulfopyruvate decarboxylase,0.02737302891910076,103606,pending,,,,[],,,0,,
103606,MULTISPECIES: sucrose phosphorylase,0.027372803539037704,103607,pending,,,,[],,,0,,
103607,DegP-like serine protease TSA47,0.027369080111384392,103608,pending,,,,[],,,0,,
103608,"RcgA family putative transporter, partial",0.02736874856054783,103609,pending,,,,[],,,0,,
103609,"MULTISPECIES: 2,3-diketo-5-methylthiopentyl-1-phosphate enolase",0.02736821211874485,103610,pending,,,,[],,,0,,
103610,DUF3419 domain-containing protein,0.027367915958166122,103611,pending,,,,[],,,0,,
103611,MULTISPECIES: mammalian cell entry protein Mce,0.02736513316631317,103612,pending,,,,[],,,0,,
103612,MULTISPECIES: DUF6522 family protein,0.02736501581966877,103613,pending,,,,[],,,0,,
103613,L-tyrosine decarboxylase,0.027364473789930344,103614,pending,,,,[],,,0,,
103614,"DUF228 domain-containing protein, partial",0.027363687753677368,103615,pending,,,,[],,,0,,
103615,Hsp 24 nucleotide exchange factor,0.02736346796154976,103616,pending,,,,[],,,0,,
103616,DUF3000 domain-containing protein,0.027361907064914703,103617,pending,,,,[],,,0,,
103617,MULTISPECIES: tagatose-bisphosphate aldolase subunit GatZ,0.02736072428524494,103618,pending,,,,[],,,0,,
103618,"DUF1761 domain-containing protein, partial",0.027360055595636368,103619,pending,,,,[],,,0,,
103619,MULTISPECIES: glycosyl transferase family 4,0.02735774964094162,103620,pending,,,,[],,,0,,
103620,MULTISPECIES: DUF1322 family protein,0.027357421815395355,103621,pending,,,,[],,,0,,
103621,MULTISPECIES: DUF2140 domain-containing protein,0.027356475591659546,103622,pending,,,,[],,,0,,
103622,Dot/Icm T4SS effector RavE,0.027355987578630447,103623,pending,,,,[],,,0,,
103623,MULTISPECIES: glycoside hydrolase family 18 chitinase,0.027355201542377472,103624,pending,,,,[],,,0,,
103624,MULTISPECIES: DNA uptake lipoprotein,0.02735445462167263,103625,pending,,,,[],,,0,,
103625,DUF6788 family protein,0.027354229241609573,103626,pending,,,,[],,,0,,
103626,MULTISPECIES: DUF3919 family protein,0.027353543788194656,103627,pending,,,,[],,,0,,
103627,MULTISPECIES: 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase,0.02735299989581108,103628,pending,,,,[],,,0,,
103628,"alkaline phosphatase D family protein, partial",0.02735041454434395,103629,pending,,,,[],,,0,,
103629,DUF4935 domain-containing protein,0.027348725125193596,103630,pending,,,,[],,,0,,
103630,MULTISPECIES: DUF3325 domain-containing protein,0.027348266914486885,103631,pending,,,,[],,,0,,
103631,"PglZ domain-containing protein, partial",0.027348190546035767,103632,pending,,,,[],,,0,,
103632,MULTISPECIES: DUF5675 family protein,0.0273476243019104,103633,pending,,,,[],,,0,,
103633,MULTISPECIES: XVIPCD domain-containing protein,0.02734696865081787,103634,pending,,,,[],,,0,,
103634,UDP-glucose dehydrogenase,0.02734634466469288,103635,pending,,,,[],,,0,,
103635,LpxD N-terminal domain-containing protein,0.027345024049282074,103636,pending,,,,[],,,0,,
103636,MULTISPECIES: enoyl-CoA dehydratase,0.02734464220702648,103637,pending,,,,[],,,0,,
103637,"cytochrome c oxidase subunit I, partial",0.027342548593878746,103638,pending,,,,[],,,0,,
103638,TrmO family methyltransferase,0.027341153472661972,103639,pending,,,,[],,,0,,
103639,MULTISPECIES: beta-porphyranase A,0.027334483340382576,103640,pending,,,,[],,,0,,
103640,DUF1284 domain-containing protein,0.027334483340382576,103641,pending,,,,[],,,0,,
103641,MULTISPECIES: glycerate 2-kinase,0.0273343063890934,103642,pending,,,,[],,,0,,
103642,Dot/Icm T4SS effector RavP,0.027332382276654243,103643,pending,,,,[],,,0,,
103643,acetoin dehydrogenase E1 component (TPP-dependent alpha subunit),0.027331527322530746,103644,pending,,,,[],,,0,,
103644,MULTISPECIES: phenylacetic acid degradation protein PaaN,0.027329010888934135,103645,pending,,,,[],,,0,,
103645,MULTISPECIES: DUF3601 domain-containing protein,0.027328968048095703,103646,pending,,,,[],,,0,,
103646,inositol phosphate phosphatase SopB,0.02732798270881176,103647,pending,,,,[],,,0,,
103647,MULTISPECIES: DUF1937 family protein,0.0273265577852726,103648,pending,,,,[],,,0,,
103648,MULTISPECIES: DUF6448 family protein,0.027325119823217392,103649,pending,,,,[],,,0,,
103649,DCL family protein,0.02732277661561966,103650,pending,,,,[],,,0,,
103650,"DUF420 domain-containing protein, partial",0.027319516986608505,103651,pending,,,,[],,,0,,
103651,MULTISPECIES: TrmJ/YjtD family RNA methyltransferase,0.02731941267848015,103652,pending,,,,[],,,0,,
103652,COG5 family protein,0.027319172397255898,103653,pending,,,,[],,,0,,
103653,DUF6502 family protein,0.02731722593307495,103654,pending,,,,[],,,0,,
103654,MULTISPECIES: DUF1372 family protein,0.027316682040691376,103655,pending,,,,[],,,0,,
103655,chaperone CupA2,0.027316344901919365,103656,pending,,,,[],,,0,,
103656,"MULTISPECIES: FG-GAP-like repeat-containing protein, partial",0.027314692735671997,103657,pending,,,,[],,,0,,
103657,MULTISPECIES: PemB family protein,0.02731112577021122,103658,pending,,,,[],,,0,,
103658,"CD225/dispanin family protein, partial",0.02731044963002205,103659,pending,,,,[],,,0,,
103659,"DUF4885 family protein, partial",0.02731044590473175,103660,pending,,,,[],,,0,,
103660,DUF7919 family protein,0.02730756625533104,103661,pending,,,,[],,,0,,
103661,"MULTISPECIES: DUF6377 domain-containing protein, partial",0.027306202799081802,103662,pending,,,,[],,,0,,
103662,"squalene--hopene cyclase, partial",0.027305983006954193,103663,pending,,,,[],,,0,,
103663,MULTISPECIES: DUF3151 family protein,0.027305878698825836,103664,pending,,,,[],,,0,,
103664,"YagK/YfjJ domain-containing protein, partial",0.02730383537709713,103665,pending,,,,[],,,0,,
103665,MULTISPECIES: glycine/proline betaine ABC transporter substrate-binding protein OpuAC,0.02730238251388073,103666,pending,,,,[],,,0,,
103666,"DUF6986 family protein, partial",0.027302278205752373,103667,pending,,,,[],,,0,,
103667,"Wzz/FepE/Etk N-terminal domain-containing protein, partial",0.027300890535116196,103668,pending,,,,[],,,0,,
103668,MULTISPECIES: DUF1153 domain-containing protein,0.02729848027229309,103669,pending,,,,[],,,0,,
103669,DUF3930 family protein,0.027298059314489365,103670,pending,,,,[],,,0,,
103670,LA_1841 family salt-regulated protein,0.027295023202896118,103671,pending,,,,[],,,0,,
103671,MULTISPECIES: DUF6992 family protein,0.027291281148791313,103672,pending,,,,[],,,0,,
103672,DUF5660 family protein,0.027290280908346176,103673,pending,,,,[],,,0,,
103673,"YDG domain-containing protein, partial",0.027289945632219315,103674,pending,,,,[],,,0,,
103674,"TCP-1/cpn60 chaperonin family protein, partial",0.02728920988738537,103675,pending,,,,[],,,0,,
103675,heat shock 70kD protein 12B,0.027287306264042854,103676,pending,,,,[],,,0,,
103676,DUF422 domain-containing protein,0.027286961674690247,103677,pending,,,,[],,,0,,
103677,MULTISPECIES: glutamine transporter AlsT,0.0272835660725832,103678,pending,,,,[],,,0,,
103678,MULTISPECIES: DUF2779 domain-containing protein,0.027281224727630615,103679,pending,,,,[],,,0,,
103679,MULTISPECIES: YpbF family protein,0.027279406785964966,103680,pending,,,,[],,,0,,
103680,"diacylglycerol kinase, partial",0.027278907597064972,103681,pending,,,,[],,,0,,
103681,MULTISPECIES: DUF3203 family protein,0.02727854624390602,103682,pending,,,,[],,,0,,
103682,MULTISPECIES: DUF3130 family protein,0.027277760207653046,103683,pending,,,,[],,,0,,
103683,IS3-like element ISPlsp1 family transposase,0.02727658674120903,103684,pending,,,,[],,,0,,
103684,"beta-1,3-glucanase",0.027276143431663513,103685,pending,,,,[],,,0,,
103685,"DUF6468 domain-containing protein, partial",0.027276083827018738,103686,pending,,,,[],,,0,,
103686,"DUF7507 domain-containing protein, partial",0.027274930849671364,103687,pending,,,,[],,,0,,
103687,DUF6990 domain-containing protein,0.027274563908576965,103688,pending,,,,[],,,0,,
103688,DUF6404 family protein,0.02727201022207737,103689,pending,,,,[],,,0,,
103689,"MULTISPECIES: exosortase-associated protein EpsI, V-type",0.02727189101278782,103690,pending,,,,[],,,0,,
103690,"YuzF family protein, partial",0.02727125957608223,103691,pending,,,,[],,,0,,
103691,prolipoprotein diacylglycerol transferase,0.027269326150417328,103692,pending,,,,[],,,0,,
103692,MULTISPECIES: DUF6515 family protein,0.027268381789326668,103693,pending,,,,[],,,0,,
103693,Dot/Icm T4SS effector Lem2,0.027268027886748314,103694,pending,,,,[],,,0,,
103694,IS66-like element ISCku5 family transposase,0.027266517281532288,103695,pending,,,,[],,,0,,
103695,"DUF4431 domain-containing protein, partial",0.027265459299087524,103696,pending,,,,[],,,0,,
103696,MULTISPECIES: hemolysin-type calcium-binding protein,0.027264736592769623,103697,pending,,,,[],,,0,,
103697,gluconate:H+ symporter,0.027263594791293144,103698,pending,,,,[],,,0,,
103698,MULTISPECIES: HPr kinase/phosphatase C-terminal domain-containing protein,0.027263151481747627,103699,pending,,,,[],,,0,,
103699,MULTISPECIES: D-glycero-D-manno-heptose 7-phosphate kinase,0.02726176008582115,103700,pending,,,,[],,,0,,
103700,DJ-1/PfpI family protein,0.02726138010621071,103701,pending,,,,[],,,0,,
103701,DUF6929 family protein,0.027259359136223793,103702,pending,,,,[],,,0,,
103702,MULTISPECIES: glyoxylate carboligase,0.02725934237241745,103703,pending,,,,[],,,0,,
103703,"SCO3933 family regulatory protein, partial",0.027258992195129395,103704,pending,,,,[],,,0,,
103704,MULTISPECIES: DUF1542 domain-containing protein,0.027258150279521942,103705,pending,,,,[],,,0,,
103705,PadR-family transcriptional regulator,0.027255916967988014,103706,pending,,,,[],,,0,,
103706,"D-alanine--D-alanine ligase, partial",0.027254730463027954,103707,pending,,,,[],,,0,,
103707,DUF3155 domain-containing protein,0.027250856161117554,103708,pending,,,,[],,,0,,
103708,DUF8173 domain-containing protein,0.02725062519311905,103709,pending,,,,[],,,0,,
103709,"DUF6900 domain-containing protein, partial",0.027249827980995178,103710,pending,,,,[],,,0,,
103710,MULTISPECIES: YpiF family protein,0.0272484440356493,103711,pending,,,,[],,,0,,
103711,MULTISPECIES: oxalate decarboxylase,0.027245890349149704,103712,pending,,,,[],,,0,,
103712,MULTISPECIES: hexokinase family protein,0.027245229110121727,103713,pending,,,,[],,,0,,
103713,MULTISPECIES: DUF4321 domain-containing protein,0.027243182063102722,103714,pending,,,,[],,,0,,
103714,YEATS-associated helix-containing protein,0.027241390198469162,103715,pending,,,,[],,,0,,
103715,L-erythrulose 1-kinase,0.02724100649356842,103716,pending,,,,[],,,0,,
103716,DUF6530 family protein,0.027240756899118423,103717,pending,,,,[],,,0,,
103717,LigB family dioxygenase,0.027240535244345665,103718,pending,,,,[],,,0,,
103718,N-acetylgalactosamine-specific enzyme IIC component of PTS,0.027238983660936356,103719,pending,,,,[],,,0,,
103719,"DUF374 domain-containing protein, partial",0.027238979935646057,103720,pending,,,,[],,,0,,
103720,MoeA domain protein domain IV,0.02723890170454979,103721,pending,,,,[],,,0,,
103721,"DUF1364 domain-containing protein, partial",0.027236124500632286,103722,pending,,,,[],,,0,,
103722,"YhjD/YihY/BrkB family envelope integrity protein, partial",0.027235807850956917,103723,pending,,,,[],,,0,,
103723,inositol transport protein,0.027235716581344604,103724,pending,,,,[],,,0,,
103724,MULTISPECIES: DUF721 family protein,0.027232592925429344,103725,pending,,,,[],,,0,,
103725,IS630-like element ISPa47 family transposase,0.027230901643633842,103726,pending,,,,[],,,0,,
103726,"3'-5' exoribonuclease YhaM family protein, partial",0.027230335399508476,103727,pending,,,,[],,,0,,
103727,FHA domain-containing protein FhaB,0.02722993865609169,103728,pending,,,,[],,,0,,
103728,MULTISPECIES: TIGR01741 family protein,0.027228383347392082,103729,pending,,,,[],,,0,,
103729,5-oxoprolinase subunit B/C family protein,0.027227217331528664,103730,pending,,,,[],,,0,,
103730,MULTISPECIES: ctochrome c oxidase polypeptide 2A,0.027226174250245094,103731,pending,,,,[],,,0,,
103731,DUF4083 family protein,0.027225371450185776,103732,pending,,,,[],,,0,,
103732,PDxFFG protein,0.027224652469158173,103733,pending,,,,[],,,0,,
103733,type IVB secretion system lipoprotein DotD,0.02722463198006153,103734,pending,,,,[],,,0,,
103734,MULTISPECIES: DUF4012 domain-containing protein,0.02722347155213356,103735,pending,,,,[],,,0,,
103735,DUF3392 family protein,0.027223043143749237,103736,pending,,,,[],,,0,,
103736,"DUF5127 domain-containing protein, partial",0.02722276747226715,103737,pending,,,,[],,,0,,
103737,DUF6522 family protein,0.027221664786338806,103738,pending,,,,[],,,0,,
103738,DUF7394 family protein,0.027220888063311577,103739,pending,,,,[],,,0,,
103739,"UDP-galactopyranose/dTDP-fucopyranose mutase family protein, partial",0.027220197021961212,103740,pending,,,,[],,,0,,
