annotation,is_amr,category,confidence,evidence_terms,reason,row_idx
cna B-type domain protein,,unknown,,,,48820
"stalk domain-containing protein, partial",,unknown,,,,48821
L-ornithine N5-oxygenase,,unknown,,,,48822
peptidase A1,,unknown,,,,48823
Amuc_1102 family pilus-like protein,,unknown,,,,48824
IS256-like element ISOrsp1 family transposase,,unknown,,,,48825
lost adherence sensor LadS,,non_amr_virulence,,,,48826
MULTISPECIES: NADP-dependent ketol-acid reductoisomerase,,unknown,,,,48827
MULTISPECIES: ribose ABC transporter permease RbsC,,non_amr_transport,,,,48828
"DnaK-like suppressor protein, partial",,unknown,,,,48829
mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,,unknown,,,,48830
hypothetical protein KPHS_31820,,unknown,,,,48831
DNA-binding transcriptional dual regulator SgrR,,unknown,,,,48832
MULTISPECIES: tape measure protein,,unknown,,,,48833
putative phosphoserine phosphatase,,unknown,,,,48834
"MULTISPECIES: cellulose synthase (UDP-forming), glycosyl transferase family 2",,unknown,,,,48835
"MULTISPECIES: RHS repeat domain-containing protein, partial",,non_amr_virulence,,,,48836
hypothetical protein SAOUHSC_01546,,unknown,,,,48837
NADH ubiquinone oxidoreductase,,unknown,,,,48838
MULTISPECIES: LPXTG-anchored fibrinogen/nidogen-binding adhesin SgrA,,non_amr_virulence,,,,48839
putative TIM-barrel enzyme,,unknown,,,,48840
MULTISPECIES: amidohydrolase,,unknown,,,,48841
"mannuronate-specific alginate lyase, partial",,unknown,,,,48842
protein of unknown function DUF265,,unknown,,,,48843
hsdR,,unknown,,,,48844
acyl-CoA cholesterol acyltransferase,,unknown,,,,48845
hypothetical protein CCNA_02824,,unknown,,,,48846
carbon-phosphorus lyase complex subunit,,unknown,,,,48847
"copper ion binding protein, partial",,non_amr_metal_resistance,,,,48848
baseplate protein,,unknown,,,,48849
DnrO protein,,unknown,,,,48850
MULTISPECIES: sorbitol dehydrogenase,,unknown,,,,48851
succinoglycan biosynthesis protein ExoH,,non_amr_antibiotic_biosynthesis,,,,48852
putative helicase YfjK,,unknown,,,,48853
alpha-protein kinase family protein,,unknown,,,,48854
"aminopeptidase P family N-terminal domain-containing protein, partial",,unknown,,,,48855
AtuA-related protein,,unknown,,,,48856
oligopeptide transporter permease,,non_amr_transport,,,,48857
MULTISPECIES: radical SAM peptide maturase,,unknown,,,,48858
"nickel ABC transporter, periplasmic substrate-binding protein",,non_amr_metal_resistance,,,,48859
Na+/alanine symporter,,non_amr_transport,,,,48860
MULTISPECIES: heptaprenyl diphosphate synthase component II,,unknown,,,,48861
alkaline phytoceramidase,,unknown,,,,48862
"monooxygenase, partial",,unknown,,,,48863
6-O-methylesterase,,unknown,,,,48864
nucleoside triphosphate pyrophosphohydrolase family protein,,unknown,,,,48865
MULTISPECIES: transcriptional regulator YodB,,unknown,,,,48866
Cas9 endonuclease PAM-interacting domain-containing protein,,unknown,,,,48867
purine nucleoside phosphorylase,,unknown,,,,48868
"aspartate carbamoyltransferase, partial",,unknown,,,,48869
AhpC/TSA family protein,,unknown,,,,48870
"aminoacyl-tRNA hydrolase, partial",,unknown,,,,48871
phthiotriol/phenolphthiotriol dimycocerosates methyltransferase,,unknown,,,,48872
IS256-like element ISOan9 family transposase,,unknown,,,,48873
MSCRAMM family adhesin,,non_amr_virulence,,,,48874
c-24(28) sterol reductase,,unknown,,,,48875
putative superfamily I DNA and RNA helicase,,unknown,,,,48876
MULTISPECIES: BamA/TamA family outer membrane protein,,unknown,,,,48877
MULTISPECIES: endosialidase,,non_amr_virulence,,,,48878
MULTISPECIES: ribonucleotide-diphosphate reductase subunit beta,,unknown,,,,48879
bifunctional isocitrate dehydrogenase kinase/phosphatase protein,,unknown,,,,48880
"transporter associated domain-containing protein, partial",,non_amr_transport,,,,48881
"MULTISPECIES: ATP-dependent helicase HrpB, partial",,unknown,,,,48882
hypothetical protein KPHS_37220,,unknown,,,,48883
L-ribulose-5-phosphate 4-epimerase AraD,,unknown,,,,48884
7-Fe ferredoxin,,unknown,,,,48885
MULTISPECIES: expression modulating protein YmoA,,unknown,,,,48886
V-type ATP synthase subunit F,,unknown,,,,48887
"slr1658 superfamily regulator, partial",,unknown,,,,48888
ABC-F type ribosomal protection protein Tva(A),,antibiotic_resistance,,,,48889
hypothetical protein CCNA_01802,,unknown,,,,48890
"putative ketose-bisphosphate aldolase, class-II",,unknown,,,,48891
tobe domain protein,,unknown,,,,48892
carboxylesterase BioH,,unknown,,,,48893
hypothetical protein SAOUHSC_00806,,unknown,,,,48894
"MULTISPECIES: bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase",,unknown,,,,48895
hypothetical protein CCNA_03447,,unknown,,,,48896
hypothetical protein PA1641,,unknown,,,,48897
MULTISPECIES: 16S rRNA (uracil(1498)-N(3))-methyltransferase,,unknown,,,,48898
MULTISPECIES: dihydroorotase,,unknown,,,,48899
MULTISPECIES: type IV pilus modification protein PilV,,unknown,,,,48900
MULTISPECIES: lipopolysaccharide 3-alpha-galactosyltransferase,,unknown,,,,48901
MKRN2 opposite strand family protein,,unknown,,,,48902
MULTISPECIES: adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,,unknown,,,,48903
prolyl aminopetidase,,unknown,,,,48904
"MULTISPECIES: integrase, partial",,unknown,,,,48905
glucose-1-phosphate thymidylyltransferase,,unknown,,,,48906
hypothetical protein KPHS_40690,,unknown,,,,48907
"DoxX protein, partial",,unknown,,,,48908
MULTISPECIES: protein YcgY,,unknown,,,,48909
MULTISPECIES: appr-1-p processing enzyme family domain protein,,unknown,,,,48910
"MULTISPECIES: cysteine-rich KTR domain-containing protein, partial",,unknown,,,,48911
heat shock chaperone,,unknown,,,,48912
MULTISPECIES: HpyAIV family type II restriction enzyme,,unknown,,,,48913
MULTISPECIES: flagella assembly protein FlgT,,unknown,,,,48914
MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase class II,,unknown,,,,48915
chemotaxis chemoreceptor TlpD,,unknown,,,,48916
"amino acid permease, partial",,non_amr_transport,,,,48917
zinc ABC transporter permease subunit ZnuB,,non_amr_metal_resistance,,,,48918
MULTISPECIES: assimilatory sulfite reductase (NADPH) hemoprotein subunit,,unknown,,,,48919
putative DNA-packaging protein NohD,,unknown,,,,48920
class III heat-shock ATP-dependent LonA protease,,unknown,,,,48921
hypothetical protein KPHS_22480,,unknown,,,,48922
hypothetical protein ECs_1776,,unknown,,,,48923
AAA-family response regulator tacA,,unknown,,,,48924
MULTISPECIES: tyrosine recombinase XerS,,unknown,,,,48925
putative pseudouridine transporter,,non_amr_transport,,,,48926
ECP production outer membrane protein,,unknown,,,,48927
electron transport complex protein RsxE,,unknown,,,,48928
putative electron transport protein YsaA,,unknown,,,,48929
MULTISPECIES: apotyrosinase chaperone MelC1,,unknown,,,,48930
hypothetical protein BSU_12875,,unknown,,,,48931
putative phosphoesterase,,unknown,,,,48932
defective in fruiting DifE,,unknown,,,,48933
hypothetical protein PA2670,,unknown,,,,48934
P-loop protein,,unknown,,,,48935
MULTISPECIES: type II secretion system F domain-containing protein,,non_amr_transport,,,,48936
sporulation protein YhaL,,unknown,,,,48937
MULTISPECIES: ABC-ATPase domain-containing protein,,non_amr_transport,,,,48938
"2-aminoethylphosphonate ABC transporter substrate-binding protein, partial",,non_amr_transport,,,,48939
MULTISPECIES: cystine/sulfocysteine:cation symporter,,non_amr_transport,,,,48940
MULTISPECIES: surface protein PspA,,antibiotic_resistance,,,,48941
threonine/serine:H(+) symporter ThrP,,non_amr_transport,,,,48942
MULTISPECIES: NADPH-dependent curcumin/dihydrocurcumin reductase,,unknown,,,,48943
"MULTISPECIES: membrane protein insertion efficiency factor YidD, partial",,unknown,,,,48944
long-chain-acyl-CoA synthetase FadD6,,unknown,,,,48945
TM1802 family CRISPR-associated protein,,unknown,,,,48946
MULTISPECIES: O-acetylhomoserine aminocarboxypropyltransferase,,unknown,,,,48947
MULTISPECIES: helicase SNF2,,unknown,,,,48948
hypothetical protein ECs_1581,,unknown,,,,48949
"carboxysome shell carbonic anhydrase domain-containg protein, partial",,unknown,,,,48950
GLTT repeat protein,,unknown,,,,48951
respiratory selenite reductase-associated lipoprotein SrrE,,non_amr_metal_resistance,,,,48952
"MULTISPECIES: PQ-loop domain-containing transporter, partial",,non_amr_transport,,,,48953
NACHT and WD repeat domain-containing protein,,unknown,,,,48954
MULTISPECIES: outer membrane beta-barrel protein NspA,,non_amr_transport,,,,48955
"MULTISPECIES: small, acid-soluble spore protein L",,unknown,,,,48956
immunoglobulin I-set domain protein,,unknown,,,,48957
sn-glycerol-3-phosphate dehydrogenase subunit C,,unknown,,,,48958
LysR family transcriptional regulator OxyS,,unknown,,,,48959
uptake of enterochelin,,non_amr_transport,,,,48960
MULTISPECIES: multi-beta-barrel domain surface protein OmpL47,,non_amr_transport,,,,48961
"MULTISPECIES: oxidoreductase C-terminal domain-containing protein, partial",,unknown,,,,48962
"fumarate reductase, cytochrome b subunit",,unknown,,,,48963
MULTISPECIES: SPW repeat protein,,unknown,,,,48964
"competence protein ComK, partial",,unknown,,,,48965
MULTISPECIES: 2-keto-3-deoxy-L-arabinonate dehydratase AraD1,,unknown,,,,48966
MULTISPECIES: phosphate ABC transporter ATP-binding protein,,non_amr_transport,,,,48967
outer membrane porin OmpB,,non_amr_transport,,,,48968
xanthine dehydrogenase family Fe-S subunit,,unknown,,,,48969
MULTISPECIES: formaldehyde dehydrogenase AdhA,,unknown,,,,48970
murein transglycosylase D,,unknown,,,,48971
homeobox protein,,unknown,,,,48972
type II protein secretion system protein D,,non_amr_transport,,,,48973
glycosylasparaginase,,unknown,,,,48974
MULTISPECIES: enterotoxin (HBL),,non_amr_virulence,,,,48975
succinate dehydrogenase (cytochrome b558 subunit),,unknown,,,,48976
exporting protein,,non_amr_transport,,,,48977
MULTISPECIES: ATP-dependent Zn protease,,unknown,,,,48978
PHP-associated domain-containing protein,,unknown,,,,48979
MULTISPECIES: ADP-ribosyl-,,unknown,,,,48980
hypothetical protein ECs_4593,,unknown,,,,48981
MULTISPECIES: replicative helicase loading/DNA remodeling protein DnaB,,unknown,,,,48982
promiscuous phosphatase; putative (phosphoglycerate) mutase,,unknown,,,,48983
hypothetical protein SAOUHSC_02595,,unknown,,,,48984
phosphohistidine-like domain-containing protein,,unknown,,,,48985
glycerolphosphodiesterase,,unknown,,,,48986
MspI family type II restriction endonuclease,,unknown,,,,48987
putative membrane phosphatase,,unknown,,,,48988
fimbrial chaperone protein,,non_amr_virulence,,,,48989
Bdr protein,,unknown,,,,48990
sigma 54-dependent transcription regulator FisR,,unknown,,,,48991
"oligosaccharide MFS transporter, partial",,non_amr_transport,,,,48992
hypothetical protein KPHS_22530,,unknown,,,,48993
transcriptional regulator BpuR,,unknown,,,,48994
MULTISPECIES: cell envelope,,unknown,,,,48995
MULTISPECIES: beta-ketoacyl reductase,,unknown,,,,48996
alpha-2-macroglobulin family protein,,unknown,,,,48997
MULTISPECIES: phosphate ABC transporter permease PstA,,non_amr_transport,,,,48998
hypothetical protein BDGL_003594,,unknown,,,,48999
UV damage endonuclease UvsE,,unknown,,,,49000
histidine racemase CntK,,unknown,,,,49001
choline ABC transporter substrate-binding protein,,non_amr_transport,,,,49002
putative diadenosine tetraphosphate (Ap4A) hydrolase,,unknown,,,,49003
MULTISPECIES: type III secretion system effector XopP,,non_amr_virulence,,,,49004
hypothetical protein KPHS_28740,,unknown,,,,49005
hypothetical protein PA0270,,unknown,,,,49006
MULTISPECIES: N4-gp56 family major capsid protein,,unknown,,,,49007
chromosome replication regulator protein HdaA,,unknown,,,,49008
"MULTISPECIES: (R,R)-butanediol dehydrogenase",,unknown,,,,49009
DNA gyrase subunit B,,unknown,,,,49010
MULTISPECIES: acyl-CoA-like ligand-binding transcription factor,,unknown,,,,49011
MULTISPECIES: QseB-like response regulator transcription factor,,non_amr_virulence,,,,49012
fruR leader peptide,,unknown,,,,49013
cyclomaltodextrinase N-terminal domain-containing protein,,unknown,,,,49014
MULTISPECIES: helicase HerA-like domain-containing protein,,unknown,,,,49015
CbhE (plasmid),,unknown,,,,49016
"nitroreductase family protein, partial",,unknown,,,,49017
citrate:H+ symporter,,non_amr_transport,,,,49018
MULTISPECIES: autotransporter serine peptidase EprS,,non_amr_virulence,,,,49019
MULTISPECIES: lateral flagellar system RNA polymerase sigma factor LafS,,unknown,,,,49020
MULTISPECIES: glucan biosynthesis protein OpgD,,unknown,,,,49021
fimbrial tip adhesin FimD,,non_amr_virulence,,,,49022
AlwI family type II restriction endonuclease,,unknown,,,,49023
multifunctional 2-oxoglutarate dehydrogenase E1 component /2-oxoglutarate dehydrogenase dihydrolipoyllysine-residue succinyltransferase,,unknown,,,,49024
medium chain dehydrogenase/reductase family protein,,unknown,,,,49025
carboxylesterase family protein,,unknown,,,,49026
23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF,,unknown,,,,49027
"small, acid-soluble spore protein, alpha/beta type, partial",,unknown,,,,49028
menaquinone-dependent protoporphyrinogen IX dehydrogenase,,unknown,,,,49029
hypothetical protein CCNA_03661,,unknown,,,,49030
"MULTISPECIES: ribonuclease H-like domain-containing protein, partial",,unknown,,,,49031
xanthine dehydrogenase family protein subunit M,,unknown,,,,49032
cytidylyltransferase domain-containing protein,,unknown,,,,49033
HTH-type transcriptional regulator MlrA,,unknown,,,,49034
phi Mu50B-like protein,,unknown,,,,49035
MULTISPECIES: D-aminoacylase,,unknown,,,,49036
fumarate reductase transmemBrane cytochrome b subunit,,unknown,,,,49037
transcriptional regulator PchE,,unknown,,,,49038
RlfB protein,,unknown,,,,49039
"ferredoxin thioredoxin reductase catalytic beta chain, partial",,unknown,,,,49040
DNA transfer protein p32,,unknown,,,,49041
cobalt/nickel-exporting P-type ATPase,,non_amr_metal_resistance,,,,49042
substrate import-associated zinc metallohydrolase lipoprotein,,unknown,,,,49043
MULTISPECIES: OfxX fusion product,,unknown,,,,49044
methylamine utilization protein MauD,,unknown,,,,49045
hypothetical protein SAOUHSC_00808,,unknown,,,,49046
lumazine-binding domain protein,,unknown,,,,49047
MULTISPECIES: OTU family ubiquitin thioesterase,,unknown,,,,49048
"DNA/RNA nuclease SfsA, partial",,unknown,,,,49049
formylmethanofuran dehydrogenase subunit B,,unknown,,,,49050
photosynthetic reaction center cytochrome PufC,,unknown,,,,49051
MULTISPECIES: ApeI family dehydratase,,unknown,,,,49052
NADH-quinone oxidoreductase chain K,,unknown,,,,49053
hypothetical protein KPHS_14600,,unknown,,,,49054
hypothetical protein KPHS_10070,,unknown,,,,49055
PMP-22/EMP/MP20 family protein,,unknown,,,,49056
MULTISPECIES: nhl repeat protein,,unknown,,,,49057
MULTISPECIES: heterocyst development glycosyltransferase HepC,,unknown,,,,49058
outer surface lipoprotein OspA,,non_amr_virulence,,,,49059
chromosome segregation protein,,unknown,,,,49060
MULTISPECIES: cobalamin biosynthesis protein CbiN,,unknown,,,,49061
autotransporter adhesin YapC,,non_amr_virulence,,,,49062
hypothetical protein SAOUHSC_01336,,unknown,,,,49063
"putative O-linked N-acetylglucosamine transferase, SPINDLY family",,unknown,,,,49064
palindromic element RPE3 domain-containing protein,,unknown,,,,49065
hypothetical protein CCNA_01094,,unknown,,,,49066
putative iron ABC exporter membrane subunit FetB,,non_amr_metal_resistance,,,,49067
hypothetical protein PA4630,,unknown,,,,49068
metalloprotease family protein,,unknown,,,,49069
MULTISPECIES: type VII secretion substrate EsaC,,non_amr_virulence,,,,49070
Mn2+-dependent serine/threonine protein kinase,,non_amr_metal_resistance,,,,49071
nucleotide di-P-sugar epimerase or dehydratase,,unknown,,,,49072
hypothetical protein KPHS_03240,,unknown,,,,49073
"DNA gyrase, partial",,unknown,,,,49074
"alternate F1F0 ATPase, F1 subunit alpha",,unknown,,,,49075
hypothetical protein CCNA_03497,,unknown,,,,49076
hypothetical protein BSU_10090,,unknown,,,,49077
hypothetical protein CCNA_00430,,unknown,,,,49078
esterase EstA,,unknown,,,,49079
MULTISPECIES: capsule polysaccharide transporter,,non_amr_transport,,,,49080
"toluate 1,2-dioxygenase electron transfer subunit",,unknown,,,,49081
hypothetical protein CCNA_02093,,unknown,,,,49082
cysteine desulfurase/selenocysteine lyase,,unknown,,,,49083
hypothetical protein CCNA_03472,,unknown,,,,49084
acetyl-CoA carboxylase beta subunit,,unknown,,,,49085
delta(24(24(1)))-sterol reductase,,unknown,,,,49086
fibro-slime domain-containing protein,,non_amr_virulence,,,,49087
propanediol utilization microcompartment protein PduU,,unknown,,,,49088
MULTISPECIES: nitrogen regulatory IIA protein,,unknown,,,,49089
MULTISPECIES: type I-U CRISPR-associated helicase/endonuclease Cas3,,unknown,,,,49090
flavodoxin 2,,unknown,,,,49091
membrane-bound C-5 sterol desaturase,,unknown,,,,49092
MULTISPECIES: TNT domain-containing protein,,unknown,,,,49093
"MULTISPECIES: L-ascorbate 6-phosphate lactonase, partial",,unknown,,,,49094
"MULTISPECIES: IS481-like element ISRel2 family transposase, partial",,unknown,,,,49095
MULTISPECIES: autotransporter outer membrane beta-barrel domain-containing protein,,non_amr_virulence,,,,49096
OmpA/MotB domain-containing protein,,unknown,,,,49097
hypothetical protein KPHS_31160,,unknown,,,,49098
MULTISPECIES: Na(+)/H(+) antiporter subunit F1,,non_amr_transport,,,,49099
"putative lytic murein transglycosylase, soluble (Slt)",,unknown,,,,49100
Rh/ammonium transporter,,non_amr_transport,,,,49101
hypothetical protein SAOUHSC_00786,,unknown,,,,49102
MULTISPECIES: SDR family oxidoreductase,,unknown,,,,49103
nucleoside channel; receptor of phage T6 and colicin K,,antibiotic_resistance,,,,49104
rhs element Vgr protein,,unknown,,,,49105
acetyl-CoA carboxylase (carboxyltransferase alpha subunit),,unknown,,,,49106
DNA repair protein recN,,unknown,,,,49107
"GbsR/MarR family transcriptional regulator, partial",,unknown,,,,49108
hypothetical protein PA1164,,unknown,,,,49109
MULTISPECIES: tryptophan synthase subunit beta,,unknown,,,,49110
zinc ABC transporter ATP-binding protein ZnuC,,non_amr_metal_resistance,,,,49111
palindromic element RPE5 domain-containing protein,,unknown,,,,49112
histidine/lysine/arginine/ornithine ABC transporter permease HisQ,,non_amr_transport,,,,49113
laminin B domain-containing protein,,unknown,,,,49114
MULTISPECIES: NACHT and WD40 repeat domain-containing protein,,unknown,,,,49115
"arabinan endo-1,5-alpha-L-arabinosidase AbnA",,unknown,,,,49116
flavodoxin domain protein,,unknown,,,,49117
"QsdR family transcriptional regulator, partial",,unknown,,,,49118
MULTISPECIES: type III secretion system effector BopC,,non_amr_virulence,,,,49119
"P22AR C-terminal domain-containing protein, partial",,unknown,,,,49120
ligT like phosphoesterase,,unknown,,,,49121
MULTISPECIES: nuclear receptor-binding factor 2,,unknown,,,,49122
hypothetical protein BSU_37089,,unknown,,,,49123
"flavin-binding monooxygenase-like family protein, partial",,unknown,,,,49124
MULTISPECIES: degradosome RNA helicase CshA,,unknown,,,,49125
peptidase S8 family protein,,unknown,,,,49126
tRNA (cytidine(34)-2'-O)-methyltransferase,,unknown,,,,49127
proline racemase family protein,,unknown,,,,49128
MULTISPECIES: queuosine precursor transporter,,non_amr_transport,,,,49129
"nucleosidase, partial",,unknown,,,,49130
hypothetical protein CCNA_01344,,unknown,,,,49131
"KleE stable inheritance protein, partial",,unknown,,,,49132
coat protein,,unknown,,,,49133
MULTISPECIES: citrate transporter,,non_amr_transport,,,,49134
MULTISPECIES: type IV secretion protein DotN,,non_amr_virulence,,,,49135
heme/hemin ABC transporter substrate-binding protein,,non_amr_transport,,,,49136
"prephenate dehydratase, partial",,unknown,,,,49137
glycerol dehydratase,,unknown,,,,49138
MULTISPECIES: spore germination protein GerYC,,unknown,,,,49139
putative pyruvate-flavodoxin oxidoreductase,,unknown,,,,49140
cell envelope stress-induced membrane anchor protein LiaI,,unknown,,,,49141
hypothetical protein CCNA_00425,,unknown,,,,49142
exosortase family protein XrtF,,unknown,,,,49143
ShET2/EspL2 family type III secretion system effector toxin,,non_amr_virulence,,,,49144
indole dioxygenase,,unknown,,,,49145
colanic acid repeat unit flippase,,unknown,,,,49146
heme-degrading domain-containing protein,,unknown,,,,49147
adenylate/guanylate cyclase,,unknown,,,,49148
MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurL,,unknown,,,,49149
"dual specificity protein phosphatase family protein, partial",,unknown,,,,49150
MULTISPECIES: methylase,,unknown,,,,49151
MULTISPECIES: beta propeller repeat protein,,unknown,,,,49152
meromycolate extension acyl carrier protein AcpM,,unknown,,,,49153
fibrinogen-binding protein A-like protein,,non_amr_virulence,,,,49154
MULTISPECIES: type IV pillus assembly protein,,non_amr_virulence,,,,49155
"cation ABC transporter, ATP-binding protein",,non_amr_transport,,,,49156
acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,,unknown,,,,49157
MULTISPECIES: L-aspartate oxidase,,unknown,,,,49158
MULTISPECIES: PbsX family transcriptional regulator,,unknown,,,,49159
MULTISPECIES: 2-amino-5-chloromuconate deaminase CnbZ,,unknown,,,,49160
"MXAN_5187 C-terminal domain-containing protein, partial",,unknown,,,,49161
MULTISPECIES: BtaManbiosPhlase,,non_amr_antibiotic_biosynthesis,,,,49162
exported repetitive protein PIRG,,non_amr_virulence,,,,49163
hypothetical protein KPHS_25490,,unknown,,,,49164
MULTISPECIES: SRPBCC domain-containing protein,,unknown,,,,49165
ubiquinol-cytochrome C reductase cytochrome subunit B,,unknown,,,,49166
hypothetical protein KPHS_29850,,unknown,,,,49167
MULTISPECIES: bifunctional GNAT family N-acetyltransferase/hotdog fold thioesterase,,unknown,,,,49168
MULTISPECIES: IS481 family transposase,,unknown,,,,49169
"5'-methylthioadenosine/adenosylhomocysteine nucleosidase, partial",,unknown,,,,49170
hypothetical protein CBU_1543,,unknown,,,,49171
"nicotinate mononucleotide-dependent phosphoribosyltransferase CobT, partial",,unknown,,,,49172
MULTISPECIES: nuclease A inhibitor family protein,,unknown,,,,49173
putative pyruvate formate lyase activating enzyme 2,,unknown,,,,49174
spermidine/putrescine ABC transporter,,non_amr_transport,,,,49175
DnaJ-like protein,,unknown,,,,49176
benzoate-CoA ligase family protein,,unknown,,,,49177
MULTISPECIES: Twin-arginine translocation pathway signal,,unknown,,,,49178
MULTISPECIES: septation initiation protein,,unknown,,,,49179
putative monooxygenase YdhR,,unknown,,,,49180
MULTISPECIES: methylthioadenosine phosphorylase,,unknown,,,,49181
sugar dehydrogenase complex small subunit,,unknown,,,,49182
AAA ATPase domain protein,,unknown,,,,49183
mercury methylation corrinoid protein HgcA,,non_amr_metal_resistance,,,,49184
MULTISPECIES: MucR family transcriptional regulator Ros,,unknown,,,,49185
MULTISPECIES: monodechloroaminopyrrolnitrin synthase PrnB family protein,,non_amr_antibiotic_biosynthesis,,,,49186
murein genes regulator,,unknown,,,,49187
OmpW family protein,,non_amr_transport,,,,49188
hypothetical protein PA3274,,unknown,,,,49189
"ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B, partial",,unknown,,,,49190
"MULTISPECIES: iron-sulfur cluster-binding protein, partial",,unknown,,,,49191
periplasmic TolA-binding protein,,unknown,,,,49192
hypothetical protein CT_181,,unknown,,,,49193
MULTISPECIES: FMN-binding domain-containing protein,,unknown,,,,49194
sensory box histidine kinase PhoR,,unknown,,,,49195
rard protein,,unknown,,,,49196
MULTISPECIES: phosphopantetheine attachment domain protein,,unknown,,,,49197
"AtzH-like domain-containing protein, partial",,unknown,,,,49198
"accessory Sec system protein Asp1, partial",,unknown,,,,49199
porphyrinogen oxidase,,unknown,,,,49200
hypothetical protein SAOUHSC_02853,,unknown,,,,49201
imidazole glycerol phosphate synthase subunit HisH,,unknown,,,,49202
putative hydrogenase expression/formation protein,,unknown,,,,49203
molecular chaperone Hsp31/glyoxalase,,unknown,,,,49204
MULTISPECIES: two-component sensor histidine kinase BceS,,antibiotic_resistance,,,,49205
"MULTISPECIES: permease, partial",,non_amr_transport,,,,49206
"CmpA/NrtA family ABC transporter substrate-binding protein, partial",,non_amr_transport,,,,49207
hypothetical protein CCNA_03324,,unknown,,,,49208
hemolysin,,non_amr_virulence,,,,49209
molecular chaparone,,unknown,,,,49210
MULTISPECIES: arabinose ABC transporter substrate-binding protein AraF,,non_amr_transport,,,,49211
RHS repeat/hint domain-containing protein,,unknown,,,,49212
hypothetical protein SAOUHSC_01456,,unknown,,,,49213
phosphopantetheine-containing protein,,unknown,,,,49214
Arc/MetJ-family transcriptional regulator,,unknown,,,,49215
prodigiosin ligase PigC,,non_amr_antibiotic_biosynthesis,,,,49216
ubiquinone-dependent pyruvate dehydrogenase,,unknown,,,,49217
lipase secretion chaperone,,unknown,,,,49218
electron transfer protein FdxB,,unknown,,,,49219
outer membrane trimeric porin-like protein DcaP,,non_amr_transport,,,,49220
type 3 fimbria major subunit MrkA,,non_amr_virulence,,,,49221
2-hydroxymuconate tautomerase AphI,,unknown,,,,49222
hypothetical protein CCNA_02308,,unknown,,,,49223
"acrylyl-CoA reductase (NADPH), partial",,unknown,,,,49224
adhesin Lsa14,,non_amr_virulence,,,,49225
murein tripeptide ABC transporter substrate-binding protein MppA,,non_amr_transport,,,,49226
glycine betaine/L-proline ABC transporter ATP-binding protein,,non_amr_transport,,,,49227
oligopeptide:H+ symporter,,non_amr_transport,,,,49228
"formate dehydrogenase subunit alpha, partial",,unknown,,,,49229
hypothetical protein ECs_4597,,unknown,,,,49230
"thiolase C-terminal domain-containing protein, partial",,unknown,,,,49231
CylB protein,,non_amr_virulence,,,,49232
DUF3596 domain-containing protein,,unknown,,,,49233
MULTISPECIES: sodium:calcium antiporter,,non_amr_transport,,,,49234
carbohydrate deacetylase,,unknown,,,,49235
fluorothreonine transaldolase,,unknown,,,,49236
"MULTISPECIES: amino acid ABC transporter ATP-binding protein, partial",,non_amr_transport,,,,49237
cytochrome C peroxidase,,unknown,,,,49238
putative oxidoreductase YcaK,,unknown,,,,49239
chorismate mutase / prephenate dehydratase,,unknown,,,,49240
"M protein trans-acting positive regulator PRD domain-containing protein, partial",,non_amr_virulence,,,,49241
highly acidic protein,,unknown,,,,49242
NADPH oxidoreductase,,unknown,,,,49243
vanillate demethylase oxygenase subunit A vanA,,unknown,,,,49244
oligopeptide transporter OPT superfamily protein,,non_amr_transport,,,,49245
"beta-ketoacyl synthase chain length factor, partial",,unknown,,,,49246
"beta strand repeat-containing protein, partial",,unknown,,,,49247
MULTISPECIES: ethanolamine ammonia-lyase subunit beta,,unknown,,,,49248
MULTISPECIES: flagellin domain protein,,non_amr_virulence,,,,49249
pyrophosphohydrolase domain-containing protein,,unknown,,,,49250
NADH-dependent enoyl-,,unknown,,,,49251
leader peptidase,,unknown,,,,49252
phi PVL orf 38-like protein,,non_amr_virulence,,,,49253
"high affinity Zn transport protein (ABC superfamily, membrane)",,non_amr_metal_resistance,,,,49254
hypothetical protein Rv1184c,,unknown,,,,49255
putative membrane protein YpdK,,unknown,,,,49256
hypothetical protein SAOUHSC_00846,,unknown,,,,49257
sulfate transporter CysW,,non_amr_transport,,,,49258
type VI secretion protein IcmF,,non_amr_virulence,,,,49259
hypothetical protein ECs_1336,,unknown,,,,49260
"alcohol dehydrogenase, partial",,unknown,,,,49261
"ATP synthase subunit B, membrane-bound, F0 sector",,unknown,,,,49262
peptide chain release factor PrfB,,unknown,,,,49263
penta-EF hand family protein,,unknown,,,,49264
MULTISPECIES: flagellar hook-basal body complex protein FlhP,,non_amr_virulence,,,,49265
MULTISPECIES: hexaprenyl-diphosphate synthase large subunit,,non_amr_antibiotic_biosynthesis,,,,49266
MULTISPECIES: MOSC domain-containing protein,,unknown,,,,49267
"signal recognition particle-docking protein FtsY, partial",,unknown,,,,49268
taurine ABC transporter membrane subunit,,non_amr_transport,,,,49269
